,Unnamed: 0,date,open,high,low,close,volume,day,month,year,day_name,pattern,candle_color,abs_move,pct_move_day,pct_move_3d,pct_move_5d,flag_close_range,EMA_200,EMA_50,EMA_100,flag_above_200EMA,flag_above_50EMA,flag_above_100EMA,prev_close,opening_category,3m_high,3m_low,pts_from_3m_high,pts_from_3m_low,pct_from_3m_high,pct_from_3m_low,flag_all_time_high,flag_prev_at_all_time_high
32,49,2015-02-27,8729.5,8856.95,8717.6,8850.65,0,27,2,2015,Friday,Bullish,Green,139.35000000000036,1.5963113580388382,1.0255912702036296,0.2599771174824683,0,8399.166578654816,8607.786058644624,8488.853796712492,1,1,1,8694.65,Flat,8996.6,8191.1,145.95000000000073,659.5499999999993,1.6222795278216295,8.052032083602926,0,0
33,50,2015-02-28,8913.05,8940.8,8751.6,8920.75,0,28,2,2015,Saturday,Doji,Gray,189.1999999999989,2.1227301540998753,1.7740509397906612,2.035389120190345,0,8404.356463444321,8620.059154384051,8497.406196777592,1,1,1,8850.65,Gap Up,8996.6,8191.1,75.85000000000036,729.6499999999996,0.8430962808172016,8.90783899598344,0,0
34,52,2015-03-02,8954.6,8971.7,8885.65,8961.55,0,2,3,2015,Monday,Doji,Gray,86.05000000000109,0.9609586134500825,3.069703783361022,2.291457401150576,0,8409.900677738407,8633.450952251342,8506.597163178036,1,1,1,8920.75,Flat,8996.6,8191.1,35.05000000000109,770.4499999999989,0.38959162350222404,9.405940594059391,1,0
35,53,2015-03-03,8962.85,9008.25,8925.7,8996.75,0,3,3,2015,Tuesday,Bullish,Green,82.54999999999927,0.9210240046413727,1.6507262178484083,2.6411112061835107,0,8415.73997447733,8647.697973731681,8516.303159946789,1,1,1,8961.55,Flat,9008.25,8191.1,11.5,805.6499999999996,0.12766075541864402,9.835675306124935,1,1
36,54,2015-03-04,9109.15,9117.3,8894.5,8918.4,0,4,3,2015,Wednesday,Bearish,Red,222.79999999999927,2.4458923170657996,-0.026343076535051413,2.5734215868378874,0,8420.741566771088,8658.313739467694,8524.265473611209,1,1,1,8996.75,Gap Up,9117.3,8191.1,198.89999999999964,727.2999999999993,2.1815669112566183,8.87914932060406,0,1
37,55,2015-03-05,8929.4,8957.35,8849.45,8937.75,0,5,3,2015,Thursday,Doji,Gray,107.89999999999964,1.2083678634622668,-0.2655790571943428,0.9841085118042159,0,8425.885929290778,8669.272024194452,8532.453286014948,1,1,1,8918.4,Flat,9117.3,8191.1,179.54999999999927,746.6499999999996,1.9693330262248614,9.11538132851509,0,0
38,59,2015-03-09,8877.3,8877.3,8740.45,8743.25,0,9,3,2015,Monday,Bearish Marubozu,Red,136.84999999999854,1.5415723249185964,-2.8176841637257866,-1.9897430148810402,0,8429.043780740622,8672.173121284866,8536.627478371087,1,1,1,8937.75,LGap Down,9117.3,8191.1,374.0499999999993,552.1499999999996,4.102640035975556,6.740852876902975,0,0
39,60,2015-03-10,8769.75,8777.95,8677.6,8725.6,0,10,3,2015,Tuesday,Bearish,Red,100.35000000000036,1.14427435217652,-2.1618227484750507,-2.632915064916208,0,8431.994588892458,8674.268292999186,8540.369508502352,1,1,1,8743.25,Flat,9117.3,8191.1,391.6999999999989,534.5,4.296228049970923,6.525375102245119,0,0
40,61,2015-03-11,8728.75,8755.3,8682.5,8701.8,0,11,3,2015,Wednesday,Bearish,Red,72.79999999999927,0.834025490476864,-2.6399261559117315,-3.2784060910884594,0,8434.679219848753,8675.347967783533,8543.566151898345,1,1,1,8725.6,Flat,9117.3,8191.1,415.5,510.6999999999989,4.557270244480274,6.234815836700796,0,0
41,62,2015-03-12,8740.65,8786.2,8733.5,8771.4,0,12,3,2015,Thursday,Bullish,Green,52.70000000000073,0.6029299880443758,0.3219626569067602,-1.6482777179763208,0,8438.029675372647,8679.114714144964,8548.077713246892,1,1,1,8701.8,Gap Up,9117.3,8191.1,345.89999999999964,580.2999999999993,3.7938863479319496,7.084518562830381,0,0
42,63,2015-03-13,8844.05,8844.05,8632.4,8661.1,0,13,3,2015,Friday,Bearish,Red,211.64999999999964,2.3931343671734067,-0.7392041808013228,-3.0952980336214297,0,8440.24928059282,8678.40825476673,8550.31577833111,1,0,1,8771.4,Gap Up,9117.3,8191.1,456.1999999999989,470.0,5.003674333410099,5.737935075875035,0,0
43,66,2015-03-16,8641.1,8660.8,8612.15,8639.6,0,16,3,2015,Monday,Doji,Gray,48.649999999999636,0.5630070245686271,-0.7147946401893757,-1.1854859463014233,0,8442.232869840653,8676.886362422936,8552.083782720592,1,0,1,8661.1,Flat,9117.3,8191.1,477.6999999999989,448.5,5.239489761223157,5.475455067085007,0,0
44,67,2015-03-17,8689.1,8742.1,8631.15,8722.35,0,17,3,2015,Tuesday,Bullish,Green,110.95000000000073,1.2768871344558208,-0.559203775908057,-0.03724672228844206,0,8445.020104966618,8678.669250171057,8555.45539098355,1,1,1,8639.6,Gap Up,9117.3,8191.1,394.9499999999989,531.25,4.331874568128711,6.485697891614069,0,0
45,68,2015-03-18,8742.9,8746.4,8664.35,8680.9,0,18,3,2015,Wednesday,Bearish,Red,82.04999999999927,0.9384757917853261,0.22860837537956868,-0.24018019260382273,0,8447.36716859879,8678.756730556506,8557.939442647243,1,1,1,8722.35,Flat,9117.3,8191.1,436.39999999999964,489.7999999999993,4.786504776633429,5.979660851411889,0,0
46,69,2015-03-19,8749.45,8787.95,8614.95,8622.9,0,19,3,2015,Thursday,Bearish,Red,173.0,1.9772671425061001,-0.1932959859252792,-1.6930022573363401,0,8449.113763936115,8676.566270534684,8559.225790317596,1,0,1,8680.9,Gap Up,9117.3,8191.1,494.39999999999964,431.7999999999993,5.42265802375703,5.2715752463039065,0,0
47,70,2015-03-20,8627.9,8627.9,8553.3,8584.85,0,20,3,2015,Friday,Bearish,Red,74.60000000000036,0.8646368177656251,-1.57641002711425,-0.880373162762238,0,8450.464373250183,8672.96955404313,8559.733200410317,1,0,1,8622.9,Flat,9117.3,8191.1,532.4499999999989,393.75,5.83999649018897,4.807046672608075,0,0
48,73,2015-03-23,8591.55,8607.9,8540.75,8550.95,0,23,3,2015,Monday,Bearish,Red,67.14999999999964,0.7815819031490201,-1.496964600444639,-1.0260891707949416,0,8451.464230232768,8668.184473492418,8559.559275649717,1,0,0,8584.85,Flat,9117.3,8191.1,566.3499999999985,359.85000000000036,6.211817094973277,4.393182844794965,0,0
49,74,2015-03-24,8537.05,8626.65,8536.95,8549.9,0,24,3,2015,Tuesday,Inverted Hammer,Green,89.69999999999891,1.0507142396963696,-0.8465829361351762,-1.9771047940062125,0,8452.443690628463,8663.545866688793,8559.368002864574,1,0,0,8550.95,Flat,9117.3,8191.1,567.3999999999996,358.7999999999993,6.2233336623781135,4.380364053667996,0,0
50,75,2015-03-25,8568.9,8573.45,8517.0,8517.0,0,25,3,2015,Wednesday,Bearish,Red,56.45000000000073,0.6587776727468022,-0.7903457835605754,-1.8880530820536978,0,8453.086041965493,8657.7989699559,8558.52903251082,1,0,0,8549.9,Flat,9117.3,8191.1,600.2999999999993,325.89999999999964,6.584186107729255,3.9787085983567483,0,0
51,76,2015-03-26,8474.95,8498.9,8326.35,8382.3,0,26,3,2015,Thursday,Bearish,Red,172.54999999999927,2.0360002123906247,-1.972295475941288,-2.7902445812893584,0,8452.381703239467,8646.99508878116,8555.039348698725,0,0,0,8517.0,Gap Down,9117.3,8191.1,735.0,191.1999999999989,8.061597183376659,2.3342408223559583,0,0
52,77,2015-03-27,8396.0,8411.4,8269.55,8348.05,0,27,3,2015,Friday,Bearish,Red,141.85000000000036,1.6894949976179174,-2.3608463256880263,-2.7583475541215208,0,8451.343576839075,8635.271751966213,8550.940549714593,0,0,0,8382.3,Flat,9117.3,8191.1,769.25,156.9499999999989,8.437256643962577,1.9161040641671925,0,0
53,80,2015-03-30,8391.7,8504.25,8381.2,8501.35,0,30,3,2015,Monday,Bullish,Green,123.04999999999927,1.4663298258993918,-0.18375014676529355,-0.5800525087855779,0,8451.841153188936,8630.019918555772,8549.958558631135,1,0,0,8348.05,Gap Up,9117.3,8191.1,615.9499999999989,310.25,6.7558378028582915,3.787647568702616,0,0
54,81,2015-03-31,8527.6,8549.95,8455.05,8480.9,0,31,3,2015,Tuesday,Bearish,Red,94.90000000000146,1.1128570758478522,1.1762881309425932,-0.8070269827717302,0,8452.130295943276,8624.17207861241,8548.591062420617,1,0,0,8501.35,Flat,9117.3,8191.1,636.3999999999996,289.7999999999993,6.980136663266534,3.537986351039534,0,0
55,82,2015-04-01,8483.7,8600.6,8465.0,8590.3,0,1,4,2015,Wednesday,Bullish,Green,135.60000000000036,1.5983592064783096,2.9018752882409737,0.8606316778208223,0,8453.505118869214,8622.84376180408,8549.416981976645,1,0,1,8480.9,Flat,9117.3,8191.1,527.0,399.1999999999989,5.78022002127823,4.873582302743207,0,0
56,87,2015-04-06,8615.8,8667.5,8573.85,8652.0,0,6,4,2015,Monday,Bullish,Green,93.64999999999964,1.0869565217391262,1.7720714945273386,3.2174940052253076,0,8455.480192313302,8623.987143694118,8551.448328868197,1,1,1,8590.3,Flat,9117.3,8191.1,465.2999999999993,460.89999999999964,5.103484584251909,5.6268388861080885,0,0
57,88,2015-04-07,8684.45,8692.5,8586.9,8676.9,0,7,4,2015,Tuesday,Doji,Gray,105.60000000000036,1.2159664688034402,2.3110754754801954,3.939243296338679,0,8457.683374479338,8626.062157666898,8553.932520375758,1,1,1,8652.0,Flat,9117.3,8191.1,440.39999999999964,485.7999999999993,4.830377414366092,5.930827361404442,0,0
58,89,2015-04-08,8698.95,8730.15,8679.85,8717.35,0,8,4,2015,Wednesday,Bullish,Green,50.29999999999927,0.5782307060047392,1.4789937487631466,2.540772936063096,0,8460.267121996958,8629.642073052511,8557.168510071288,1,1,1,8676.9,Flat,9117.3,8191.1,399.9499999999989,526.25,4.386715365294538,6.42465602910476,0,0
59,90,2015-04-09,8756.2,8785.3,8682.6,8774.25,0,9,4,2015,Thursday,Bullish,Green,102.69999999999891,1.1728832141796546,1.4129680998613114,3.4589489323067157,0,8463.39132973828,8635.312972148491,8561.467153436211,1,1,1,8717.35,Gap Up,9117.3,8191.1,343.0499999999993,583.1499999999996,3.762627093547424,7.1193124244606905,0,0
60,91,2015-04-10,8774.35,8787.1,8734.35,8767.55,0,10,4,2015,Friday,Doji,Gray,52.75,0.6011841332976231,1.0447279558367661,2.0633738053385864,0,8466.417784168745,8640.498737946591,8565.548001883019,1,1,1,8774.25,Flat,9117.3,8191.1,349.75,576.4499999999989,3.8361137617496412,7.037516328698208,0,0
61,94,2015-04-13,8801.75,8841.35,8762.5,8825.9,0,13,4,2015,Monday,Bullish,Green,78.85000000000036,0.8958445763626594,1.245217870109605,2.0099398982894146,0,8469.994721639703,8647.769375674177,8570.703486994245,1,1,1,8767.55,Flat,9117.3,8191.1,291.39999999999964,634.7999999999993,3.1961216588244286,7.749874864181846,0,0
62,96,2015-04-15,8844.75,8844.75,8722.95,8735.5,0,15,4,2015,Wednesday,Bearish,Red,121.79999999999927,1.3770881031120075,-0.44163318802177276,0.6753564060897332,0,8472.636565205477,8651.209792314407,8573.966784281489,1,1,1,8825.9,Flat,9117.3,8191.1,381.7999999999993,544.3999999999996,4.187643271582588,6.646237990013547,0,0
63,97,2015-04-16,8757.05,8759.1,8645.8,8693.25,0,16,4,2015,Thursday,Bearish,Red,113.30000000000109,1.2938146978720129,-0.8474431283539752,-0.27646016277883545,0,8474.831723760648,8652.858427909921,8576.328828157104,1,1,1,8735.5,Flat,9117.3,8236.75,424.0499999999993,456.5,4.651048007633831,5.542234497829848,0,0
64,98,2015-04-17,8698.05,8698.75,8596.95,8602.05,0,17,4,2015,Friday,Bearish,Red,101.79999999999927,1.1703772684682117,-2.536285251362469,-1.9625609026412638,0,8476.097577255567,8650.865940540905,8576.838158292607,1,0,1,8693.25,Flat,9117.3,8236.75,515.25,365.2999999999993,5.651344147938535,4.435001669347732,0,0
65,101,2015-04-20,8615.4,8619.95,8423.2,8443.0,0,20,4,2015,Monday,Bearish,Red,196.75,2.283701279104859,-3.34840592982657,-3.7017182679311755,0,8475.768248128645,8642.7143350295,8574.187897732356,0,0,0,8602.05,Flat,9117.3,8236.75,674.2999999999993,206.25,7.395829905783503,2.5040216104652924,0,0
66,102,2015-04-21,8416.1,8469.15,8353.1,8398.1,0,21,4,2015,Tuesday,Bearish,Red,116.04999999999927,1.3789047183374636,-3.3951629137549233,-4.84709774640546,0,8474.995429739305,8633.121616008735,8570.701008668348,0,0,0,8443.0,Flat,9117.3,8269.55,719.1999999999989,128.5500000000011,7.888300264332631,1.5544981286769062,0,0
67,103,2015-04-22,8400.4,8449.2,8284.85,8436.5,0,22,4,2015,Wednesday,Hammer,Green,164.35000000000036,1.956454454549788,-1.9245412430757725,-3.4228149504893834,0,8474.612390637423,8625.41096440055,8568.043562952142,0,0,0,8398.1,Flat,9117.3,8269.55,680.7999999999993,166.95000000000073,7.467122942099079,2.0188522954695327,0,0
68,104,2015-04-23,8478.2,8504.95,8362.1,8387.95,0,23,4,2015,Thursday,Bearish,Red,142.85000000000036,1.6849095326838288,-0.6520194243752164,-3.511920167946392,0,8473.750078292773,8616.098769718175,8564.477353784772,0,0,0,8436.5,Gap Up,9117.3,8269.55,729.3499999999985,118.40000000000146,7.999627082579257,1.4317586809439626,0,0
69,105,2015-04-24,8405.7,8412.15,8273.8,8320.15,0,24,4,2015,Friday,Bearish,Red,138.35000000000036,1.6459069440974619,-0.9281861373406031,-3.2771258014077986,0,8472.221719304785,8604.49293561158,8559.639188363291,0,0,0,8387.95,Flat,9117.3,8269.55,797.1499999999996,50.600000000000364,8.743268292147892,0.6118833552007107,0,0
70,108,2015-04-27,8330.55,8331.4,8203.1,8203.15,0,27,4,2015,Monday,Bearish Marubozu,Red,128.29999999999927,1.5401143982089933,-2.76595744680852,-2.8408148762288365,0,8469.54438876444,8588.753996960148,8552.579996514514,0,0,0,8320.15,Flat,9117.3,8203.1,914.1499999999996,0.049999999999272404,10.026542945828258,0.0006095256671169729,0,0
71,109,2015-04-28,8215.55,8307.55,8185.75,8264.85,0,28,4,2015,Tuesday,Bullish,Green,121.79999999999927,1.4825544242320876,-1.4675814710388146,-1.5866684130934394,0,8467.507628677231,8576.051879432298,8546.882372821157,0,0,0,8203.15,Flat,9117.3,8185.75,852.4499999999989,79.10000000000036,9.349807508801938,0.9663134104999586,0,0
72,110,2015-04-29,8274.8,8308.05,8219.5,8236.4,0,29,4,2015,Wednesday,Bearish,Red,88.54999999999927,1.0701164982839377,-1.00659242922303,-2.371836662122928,0,8465.208050282434,8562.732197885933,8540.734207022719,0,0,0,8264.85,Flat,9117.3,8185.75,880.8999999999996,50.649999999999636,9.661851644675505,0.6187582078612178,0,0
73,111,2015-04-30,8224.5,8228.9,8145.0,8204.95,0,30,4,2015,Thursday,Hanging Man,Red,83.89999999999964,1.0201228038178567,0.021942790269613432,-2.1817011307888046,0,8462.618417941316,8548.701523459034,8534.085014804448,0,0,0,8236.4,Flat,9117.3,8145.0,912.3499999999985,59.95000000000073,10.006800258848546,0.7360343769183638,0,0
74,115,2015-05-04,8230.05,8345.35,8221.25,8342.65,0,4,5,2015,Monday,Bullish,Green,124.10000000000036,1.507888773458246,0.9413358984131426,0.27042781680619576,0,8461.424702339911,8540.62107155868,8530.294222432083,0,0,0,8204.95,Flat,9117.3,8145.0,774.6499999999996,197.64999999999964,8.496484704901668,2.4266421117249806,0,0
75,116,2015-05-05,8338.4,8355.55,8280.6,8321.1,0,5,5,2015,Tuesday,Bearish,Red,74.94999999999891,0.8988534970737662,1.0283619056869586,1.4378622846101807,0,8460.028436644987,8532.012402085791,8526.151762581943,0,0,0,8342.65,Flat,9117.3,8145.0,796.1999999999989,176.10000000000036,8.732848540686376,2.1620626151012936,0,0
76,117,2015-05-06,8316.6,8330.3,8083.35,8092.45,0,6,5,2015,Wednesday,Bearish,Red,246.9499999999989,2.969362479859545,-1.3711235290891577,-2.085942273604491,0,8456.370939762946,8514.774660827525,8517.56360886745,0,0,0,8321.1,Flat,9117.3,8083.35,1024.8499999999995,9.099999999999454,11.240718195079678,0.11257708746991597,0,0
