,date,open,high,low,close,volume,day,month,year,day_name
241,2015-09-07,7690.65,7704.5,7546.35,7552.95,0,7,9,2015,Monday
242,2015-09-08,7587.7,7720.55,7540.15,7701.85,0,8,9,2015,Tuesday
243,2015-09-09,7806.1,7845.85,7764.65,7804.85,0,9,9,2015,Wednesday
244,2015-09-10,7721.35,7819.45,7678.6,7819.3,0,10,9,2015,Thursday
245,2015-09-11,7832.5,7864.75,7760.9,7783.65,0,11,9,2015,Friday
248,2015-09-14,7811.1,7878.8,7762.05,7867.85,0,14,9,2015,Monday
249,2015-09-15,7867.85,7879.8,7800.05,7818.45,0,15,9,2015,Tuesday
250,2015-09-16,7886.2,7913.8,7853.4,7888.15,0,16,9,2015,Wednesday
252,2015-09-18,7963.2,8054.7,7957.05,7967.4,0,18,9,2015,Friday
255,2015-09-21,7910.95,7987.75,7909.0,7983.4,0,21,9,2015,Monday
256,2015-09-22,8014.8,8021.4,7789.15,7789.8,0,22,9,2015,Tuesday
257,2015-09-23,7737.35,7882.9,7723.35,7856.95,0,23,9,2015,Wednesday
258,2015-09-24,7835.5,7894.45,7804.3,7868.5,0,24,9,2015,Thursday
262,2015-09-28,7892.8,7892.8,7789.0,7802.45,0,28,9,2015,Monday
263,2015-09-29,7725.7,7926.4,7691.3,7829.7,0,29,9,2015,Tuesday
264,2015-09-30,7924.25,7957.1,7874.6,7947.25,0,30,9,2015,Wednesday
265,2015-10-01,7986.9,8008.0,7930.75,7947.1,0,1,10,2015,Thursday
269,2015-10-05,8009.55,8128.9,8008.45,8126.4,0,5,10,2015,Monday
270,2015-10-06,8180.45,8180.45,8096.6,8148.55,0,6,10,2015,Tuesday
271,2015-10-07,8146.2,8187.25,8133.95,8182.4,0,7,10,2015,Wednesday
272,2015-10-08,8196.75,8196.75,8106.1,8127.7,0,8,10,2015,Thursday
273,2015-10-09,8187.65,8231.8,8140.3,8178.0,0,9,10,2015,Friday
276,2015-10-12,8231.5,8243.95,8128.35,8144.25,0,12,10,2015,Monday
277,2015-10-13,8121.7,8150.15,8088.85,8128.15,0,13,10,2015,Tuesday
278,2015-10-14,8102.4,8139.15,8096.9,8108.7,0,14,10,2015,Wednesday
279,2015-10-15,8134.35,8190.35,8130.85,8178.75,0,15,10,2015,Thursday
280,2015-10-16,8193.65,8246.4,8147.7,8241.5,0,16,10,2015,Friday
283,2015-10-19,8262.55,8282.65,8239.5,8271.55,0,19,10,2015,Monday
284,2015-10-20,8281.3,8293.95,8229.4,8253.6,0,20,10,2015,Tuesday
285,2015-10-21,8258.35,8294.25,8217.25,8249.1,0,21,10,2015,Wednesday
287,2015-10-23,8308.25,8327.05,8280.8,8296.85,0,23,10,2015,Friday
290,2015-10-26,8333.65,8335.35,8252.25,8254.5,0,26,10,2015,Monday
291,2015-10-27,8232.35,8241.9,8217.2,8227.85,0,27,10,2015,Tuesday
292,2015-10-28,8188.9,8209.05,8131.95,8177.2,0,28,10,2015,Wednesday
293,2015-10-29,8177.0,8177.75,8098.15,8118.7,0,29,10,2015,Thursday
294,2015-10-30,8123.55,8146.05,8044.6,8056.35,0,30,10,2015,Friday
297,2015-11-02,8055.65,8060.55,7995.7,8050.95,0,2,11,2015,Monday
298,2015-11-03,8085.95,8099.5,8031.85,8047.9,0,3,11,2015,Tuesday
299,2015-11-04,8104.9,8115.7,8027.45,8030.35,0,4,11,2015,Wednesday
300,2015-11-05,8029.4,8029.4,7944.3,7947.95,0,5,11,2015,Thursday
301,2015-11-06,7956.55,8002.4,7926.4,7962.15,0,6,11,2015,Friday
304,2015-11-09,7788.25,7937.65,7772.8,7911.35,0,9,11,2015,Monday
305,2015-11-10,7877.6,7884.8,7773.15,7783.45,0,10,11,2015,Tuesday
306,2015-11-11,7783.35,7847.5,7748.8,7828.7,0,11,11,2015,Wednesday
308,2015-11-13,7762.45,7774.95,7731.7,7761.1,0,13,11,2015,Friday
311,2015-11-16,7732.95,7837.95,7714.6,7808.65,0,16,11,2015,Monday
312,2015-11-17,7848.75,7859.8,7793.2,7830.35,0,17,11,2015,Tuesday
313,2015-11-18,7817.0,7843.25,7725.35,7729.05,0,18,11,2015,Wednesday
314,2015-11-19,7788.8,7854.75,7765.55,7844.75,0,19,11,2015,Thursday
315,2015-11-20,7841.9,7906.75,7818.1,7851.8,0,20,11,2015,Friday
318,2015-11-23,7871.15,7877.35,7825.25,7847.55,0,23,11,2015,Monday
319,2015-11-24,7837.0,7870.3,7813.55,7832.4,0,24,11,2015,Tuesday
321,2015-11-26,7837.15,7897.1,7836.05,7892.55,0,26,11,2015,Thursday
322,2015-11-27,7910.6,7958.55,7879.5,7945.65,0,27,11,2015,Friday
325,2015-11-30,7940.0,7965.1,7923.45,7939.5,0,30,11,2015,Monday
326,2015-12-01,7958.15,7972.15,7934.8,7955.15,0,1,12,2015,Tuesday
327,2015-12-02,7976.65,7976.65,7910.95,7924.25,0,2,12,2015,Wednesday
328,2015-12-03,7901.15,7912.3,7853.55,7865.5,0,3,12,2015,Thursday
329,2015-12-04,7817.6,7821.25,7775.9,7787.7,0,4,12,2015,Friday
332,2015-12-07,7818.2,7825.35,7746.1,7765.5,0,7,12,2015,Monday
333,2015-12-08,7738.5,7771.2,7685.55,7690.3,0,8,12,2015,Tuesday
334,2015-12-09,7695.5,7702.8,7607.05,7618.25,0,9,12,2015,Wednesday
335,2015-12-10,7643.3,7691.85,7610.15,7682.55,0,10,12,2015,Thursday
336,2015-12-11,7699.45,7702.8,7575.9,7610.1,0,11,12,2015,Friday
339,2015-12-14,7558.2,7663.65,7553.4,7659.25,0,14,12,2015,Monday
340,2015-12-15,7659.4,7704.7,7625.15,7692.6,0,15,12,2015,Tuesday
341,2015-12-16,7725.25,7776.55,7716.1,7751.65,0,16,12,2015,Wednesday
342,2015-12-17,7784.3,7852.5,7737.7,7838.4,0,17,12,2015,Thursday
343,2015-12-18,7828.9,7835.95,7753.5,7763.05,0,18,12,2015,Friday
346,2015-12-21,7745.65,7840.05,7739.15,7830.6,0,21,12,2015,Monday
347,2015-12-22,7829.4,7846.25,7777.05,7787.25,0,22,12,2015,Tuesday
348,2015-12-23,7830.45,7871.3,7826.55,7862.5,0,23,12,2015,Wednesday
349,2015-12-24,7888.75,7888.75,7835.6,7863.0,0,24,12,2015,Thursday
353,2015-12-28,7865.1,7936.85,7864.45,7917.4,0,28,12,2015,Monday
354,2015-12-29,7928.95,7942.1,7902.85,7930.3,0,29,12,2015,Tuesday
355,2015-12-30,7940.35,7941.3,7890.15,7895.1,0,30,12,2015,Wednesday
356,2015-12-31,7897.65,7954.95,7891.35,7939.75,0,31,12,2015,Thursday
357,2016-01-01,7938.45,7972.5,7909.95,7957.45,0,1,1,2016,Friday
360,2016-01-04,7924.55,7937.45,7781.5,7789.15,0,4,1,2016,Monday
361,2016-01-05,7828.4,7831.1,7763.3,7779.0,0,5,1,2016,Tuesday
362,2016-01-06,7788.05,7800.95,7721.2,7733.4,0,6,1,2016,Wednesday
363,2016-01-07,7673.35,7673.35,7557.25,7569.65,0,7,1,2016,Thursday
364,2016-01-08,7611.65,7633.25,7581.15,7607.15,0,8,1,2016,Friday
367,2016-01-11,7527.45,7604.75,7494.55,7572.1,0,11,1,2016,Monday
368,2016-01-12,7587.2,7587.2,7488.0,7510.65,0,12,1,2016,Tuesday
369,2016-01-13,7562.8,7590.85,7426.1,7556.65,0,13,1,2016,Wednesday
370,2016-01-14,7470.95,7604.45,7444.15,7541.0,0,14,1,2016,Thursday
371,2016-01-15,7561.65,7565.85,7427.45,7433.95,0,15,1,2016,Friday
374,2016-01-18,7425.3,7463.35,7336.4,7351.15,0,18,1,2016,Monday
375,2016-01-19,7381.8,7462.5,7364.4,7440.05,0,19,1,2016,Tuesday
376,2016-01-20,7350.1,7419.95,7241.6,7317.0,0,20,1,2016,Wednesday
377,2016-01-21,7376.65,7398.15,7250.25,7280.05,0,21,1,2016,Thursday
378,2016-01-22,7355.7,7432.7,7328.15,7422.9,0,22,1,2016,Friday
381,2016-01-25,7468.75,7487.1,7421.6,7436.4,0,25,1,2016,Monday
383,2016-01-27,7474.4,7476.65,7420.05,7431.35,0,27,1,2016,Wednesday
384,2016-01-28,7426.5,7468.8,7412.9,7426.6,0,28,1,2016,Thursday
385,2016-01-29,7413.35,7575.3,7409.3,7559.4,0,29,1,2016,Friday
388,2016-02-01,7589.5,7600.3,7541.6,7549.45,0,1,2,2016,Monday
389,2016-02-02,7566.65,7576.1,7428.2,7440.7,0,2,2,2016,Tuesday
390,2016-02-03,7392.45,7419.35,7350.8,7373.3,0,3,2,2016,Wednesday
391,2016-02-04,7411.45,7456.9,7366.75,7412.8,0,4,2,2016,Thursday
392,2016-02-05,7418.25,7501.75,7406.85,7500.1,0,5,2,2016,Friday
395,2016-02-08,7489.7,7512.3,7363.5,7365.05,0,8,2,2016,Monday
396,2016-02-09,7299.85,7323.1,7275.55,7301.0,0,9,2,2016,Tuesday
397,2016-02-10,7260.45,7270.45,7177.8,7220.25,0,10,2,2016,Wednesday
398,2016-02-11,7208.0,7208.0,6960.2,6975.7,0,11,2,2016,Thursday
399,2016-02-12,7023.65,7034.2,6869.6,6970.55,0,12,2,2016,Friday
402,2016-02-15,7057.35,7182.4,7057.35,7158.2,0,15,2,2016,Monday
403,2016-02-16,7198.55,7198.55,7037.95,7044.6,0,16,2,2016,Tuesday
404,2016-02-17,7058.15,7123.35,6961.15,7120.7,0,17,2,2016,Wednesday
405,2016-02-18,7177.4,7215.0,7128.0,7178.5,0,18,2,2016,Thursday
406,2016-02-19,7170.55,7226.75,7146.05,7202.0,0,19,2,2016,Friday
409,2016-02-22,7213.6,7252.2,7201.35,7232.9,0,22,2,2016,Monday
410,2016-02-23,7240.3,7240.3,7094.55,7094.55,0,23,2,2016,Tuesday
411,2016-02-24,7075.0,7090.7,7009.95,7020.45,0,24,2,2016,Wednesday
412,2016-02-25,7029.85,7032.9,6961.45,6983.4,0,25,2,2016,Thursday
413,2016-02-26,7039.3,7052.3,6985.25,7035.95,0,26,2,2016,Friday
416,2016-02-29,7050.45,7094.0,6826.35,6998.55,0,29,2,2016,Monday
417,2016-03-01,7038.25,7235.5,7038.25,7228.55,0,1,3,2016,Tuesday
418,2016-03-02,7321.7,7379.95,7308.4,7376.25,0,2,3,2016,Wednesday
419,2016-03-03,7422.2,7483.65,7406.25,7473.05,0,3,3,2016,Thursday
420,2016-03-04,7502.35,7504.7,7444.85,7501.85,0,4,3,2016,Friday
424,2016-03-08,7486.4,7527.0,7442.4,7482.0,0,8,3,2016,Tuesday
425,2016-03-09,7436.1,7538.85,7424.65,7532.5,0,9,3,2016,Wednesday
426,2016-03-10,7547.05,7547.05,7447.45,7481.8,0,10,3,2016,Thursday
427,2016-03-11,7488.15,7543.75,7461.0,7514.35,0,11,3,2016,Friday
430,2016-03-14,7542.6,7583.15,7515.1,7529.6,0,14,3,2016,Monday
431,2016-03-15,7535.85,7538.75,7452.85,7463.1,0,15,3,2016,Tuesday
432,2016-03-16,7459.75,7507.5,7405.25,7502.2,0,16,3,2016,Wednesday
433,2016-03-17,7557.4,7585.1,7479.55,7489.6,0,17,3,2016,Thursday
434,2016-03-18,7534.65,7613.35,7517.95,7600.6,0,18,3,2016,Friday
437,2016-03-21,7619.2,7713.4,7619.2,7703.55,0,21,3,2016,Monday
438,2016-03-22,7699.95,7727.5,7644.05,7713.3,0,22,3,2016,Tuesday
439,2016-03-23,7712.4,7726.5,7670.6,7705.2,0,23,3,2016,Wednesday
444,2016-03-28,7741.0,7742.7,7588.2,7630.45,0,28,3,2016,Monday
445,2016-03-29,7606.55,7652.25,7583.05,7593.0,0,29,3,2016,Tuesday
446,2016-03-30,7651.1,7741.65,7643.65,7737.05,0,30,3,2016,Wednesday
447,2016-03-31,7727.65,7777.15,7702.3,7748.15,0,31,3,2016,Thursday
448,2016-04-01,7718.05,7739.95,7666.65,7712.75,0,1,4,2016,Friday
451,2016-04-04,7729.95,7764.3,7704.65,7756.5,0,4,4,2016,Monday
452,2016-04-05,7736.3,7736.3,7589.0,7592.95,0,5,4,2016,Tuesday
453,2016-04-06,7638.05,7638.05,7591.8,7618.3,0,6,4,2016,Wednesday
454,2016-04-07,7630.4,7630.4,7536.05,7542.15,0,7,4,2016,Thursday
455,2016-04-08,7542.05,7569.05,7526.95,7558.3,0,8,4,2016,Friday
458,2016-04-11,7576.3,7678.55,7517.1,7664.3,0,11,4,2016,Monday
459,2016-04-12,7670.5,7717.2,7664.15,7709.15,0,12,4,2016,Tuesday
460,2016-04-13,7776.3,7864.65,7773.0,7848.1,0,13,4,2016,Wednesday
465,2016-04-18,7908.1,7920.35,7843.2,7907.8,0,18,4,2016,Monday
467,2016-04-20,7946.0,7946.0,7877.7,7919.3,0,20,4,2016,Wednesday
468,2016-04-21,7956.35,7978.4,7884.35,7897.0,0,21,4,2016,Thursday
469,2016-04-22,7891.8,7923.25,7873.45,7902.55,0,22,4,2016,Friday
472,2016-04-25,7894.8,7910.4,7827.25,7864.85,0,25,4,2016,Monday
473,2016-04-26,7828.2,7974.4,7822.75,7955.4,0,26,4,2016,Tuesday
474,2016-04-27,7942.0,7990.9,7941.2,7976.75,0,27,4,2016,Wednesday
475,2016-04-28,7967.4,7991.85,7834.9,7851.05,0,28,4,2016,Thursday
476,2016-04-29,7842.4,7888.95,7789.1,7845.5,0,29,4,2016,Friday
479,2016-05-02,7822.7,7829.55,7777.75,7807.15,0,2,5,2016,Monday
480,2016-05-03,7824.8,7889.95,7735.25,7742.75,0,3,5,2016,Tuesday
481,2016-05-04,7723.9,7748.85,7697.6,7700.35,0,4,5,2016,Wednesday
482,2016-05-05,7731.0,7777.35,7707.0,7738.7,0,5,5,2016,Thursday
483,2016-05-06,7717.65,7738.0,7678.75,7734.25,0,6,5,2016,Friday
486,2016-05-09,7755.25,7873.2,7755.25,7868.55,0,9,5,2016,Monday
487,2016-05-10,7871.0,7896.8,7837.8,7889.9,0,10,5,2016,Tuesday
488,2016-05-11,7804.65,7892.85,7781.1,7851.85,0,11,5,2016,Wednesday
489,2016-05-12,7871.45,7915.9,7850.2,7905.2,0,12,5,2016,Thursday
490,2016-05-13,7879.45,7879.85,7784.6,7813.6,0,13,5,2016,Friday
493,2016-05-16,7831.2,7873.7,7772.35,7859.3,0,16,5,2016,Monday
494,2016-05-17,7896.85,7940.05,7880.1,7887.5,0,17,5,2016,Tuesday
495,2016-05-18,7846.75,7882.05,7810.95,7872.85,0,18,5,2016,Wednesday
496,2016-05-19,7875.5,7875.5,7767.1,7767.1,0,19,5,2016,Thursday
497,2016-05-20,7792.2,7811.8,7735.8,7760.0,0,20,5,2016,Friday
500,2016-05-23,7813.95,7816.3,7722.5,7729.35,0,23,5,2016,Monday
501,2016-05-24,7737.4,7761.4,7715.85,7759.9,0,24,5,2016,Tuesday
502,2016-05-25,7811.8,7941.0,7811.8,7932.8,0,25,5,2016,Wednesday
503,2016-05-26,7974.45,8082.95,7948.85,8077.95,0,26,5,2016,Thursday
504,2016-05-27,8081.95,8164.05,8080.2,8149.35,0,27,5,2016,Friday
507,2016-05-30,8166.5,8199.9,8151.05,8172.0,0,30,5,2016,Monday
508,2016-05-31,8209.85,8210.35,8134.35,8160.55,0,31,5,2016,Tuesday
509,2016-06-01,8179.2,8215.2,8171.2,8180.2,0,1,6,2016,Wednesday
510,2016-06-02,8157.35,8229.3,8156.3,8216.95,0,2,6,2016,Thursday
511,2016-06-03,8246.2,8261.9,8209.9,8212.85,0,3,6,2016,Friday
514,2016-06-06,8228.75,8234.45,8186.3,8205.45,0,6,6,2016,Monday
515,2016-06-07,8233.7,8294.8,8217.15,8264.6,0,7,6,2016,Tuesday
516,2016-06-08,8285.5,8288.0,8252.15,8269.7,0,8,6,2016,Wednesday
517,2016-06-09,8269.7,8269.95,8185.05,8200.05,0,9,6,2016,Thursday
518,2016-06-10,8180.25,8264.85,8162.95,8172.65,0,10,6,2016,Friday
521,2016-06-13,8102.25,8124.4,8064.0,8113.0,0,13,6,2016,Monday
522,2016-06-14,8134.4,8134.4,8069.75,8111.55,0,14,6,2016,Tuesday
523,2016-06-15,8136.5,8213.05,8123.35,8199.4,0,15,6,2016,Wednesday
524,2016-06-16,8180.65,8180.65,8074.5,8131.1,0,16,6,2016,Thursday
525,2016-06-17,8176.65,8195.1,8136.0,8156.05,0,17,6,2016,Friday
528,2016-06-20,8115.75,8243.7,8108.35,8235.25,0,20,6,2016,Monday
529,2016-06-21,8256.6,8257.15,8203.05,8208.4,0,21,6,2016,Tuesday
530,2016-06-22,8215.25,8238.2,8153.65,8194.35,0,22,6,2016,Wednesday
531,2016-06-23,8202.25,8285.3,8188.35,8269.45,0,23,6,2016,Thursday
532,2016-06-24,8017.6,8099.5,7927.35,8076.75,0,24,6,2016,Friday
535,2016-06-27,8039.35,8120.6,8039.35,8092.2,0,27,6,2016,Monday
536,2016-06-28,8094.85,8146.3,8091.65,8127.05,0,28,6,2016,Tuesday
537,2016-06-29,8172.65,8212.3,8157.75,8202.55,0,29,6,2016,Wednesday
538,2016-06-30,8262.3,8307.75,8242.1,8285.9,0,30,6,2016,Thursday
539,2016-07-01,8314.45,8356.65,8311.6,8327.6,0,1,7,2016,Friday
542,2016-07-04,8377.35,8398.3,8364.95,8370.4,0,4,7,2016,Monday
543,2016-07-05,8378.95,8380.2,8320.1,8329.65,0,5,7,2016,Tuesday
545,2016-07-07,8342.0,8361.65,8317.75,8342.6,0,7,7,2016,Thursday
546,2016-07-08,8350.4,8350.4,8287.65,8325.55,0,8,7,2016,Friday
549,2016-07-11,8413.35,8475.15,8408.9,8469.95,0,11,7,2016,Monday
550,2016-07-12,8502.6,8525.9,8479.25,8516.15,0,12,7,2016,Tuesday
551,2016-07-13,8540.45,8542.95,8493.75,8504.75,0,13,7,2016,Wednesday
552,2016-07-14,8515.75,8570.5,8500.95,8563.6,0,14,7,2016,Thursday
553,2016-07-15,8565.45,8594.75,8510.05,8538.3,0,15,7,2016,Friday
556,2016-07-18,8564.05,8587.1,8496.0,8497.35,0,18,7,2016,Monday
557,2016-07-19,8514.3,8539.65,8476.95,8535.4,0,19,7,2016,Tuesday
558,2016-07-20,8515.45,8569.15,8514.6,8566.65,0,20,7,2016,Wednesday
559,2016-07-21,8582.7,8584.85,8504.1,8505.15,0,21,7,2016,Thursday
560,2016-07-22,8519.65,8547.55,8490.25,8546.45,0,22,7,2016,Friday
563,2016-07-25,8519.95,8640.9,8519.55,8630.4,0,25,7,2016,Monday
564,2016-07-26,8633.75,8644.85,8577.25,8584.7,0,26,7,2016,Tuesday
565,2016-07-27,8599.4,8664.35,8572.15,8609.35,0,27,7,2016,Wednesday
566,2016-07-28,8636.8,8673.65,8625.3,8666.2,0,28,7,2016,Thursday
567,2016-07-29,8667.8,8669.15,8631.55,8642.3,0,29,7,2016,Friday
570,2016-08-01,8654.5,8711.15,8590.75,8647.15,0,1,8,2016,Monday
571,2016-08-02,8647.45,8686.5,8611.4,8627.65,0,2,8,2016,Tuesday
572,2016-08-03,8634.6,8634.6,8529.85,8540.7,0,3,8,2016,Wednesday
573,2016-08-04,8599.95,8599.95,8518.35,8561.75,0,4,8,2016,Thursday
574,2016-08-05,8600.2,8689.25,8593.8,8679.3,0,5,8,2016,Friday
577,2016-08-08,8710.1,8723.1,8697.75,8700.25,0,8,8,2016,Monday
578,2016-08-09,8727.8,8727.8,8638.3,8670.55,0,9,8,2016,Tuesday
579,2016-08-10,8686.7,8689.3,8564.8,8567.9,0,10,8,2016,Wednesday
580,2016-08-11,8572.8,8601.1,8540.2,8594.05,0,11,8,2016,Thursday
581,2016-08-12,8605.45,8684.05,8605.45,8656.0,0,12,8,2016,Friday
585,2016-08-16,8670.25,8682.1,8600.7,8638.9,0,16,8,2016,Tuesday
586,2016-08-17,8639.2,8666.7,8603.65,8622.6,0,17,8,2016,Wednesday
587,2016-08-18,8648.95,8689.95,8648.3,8668.7,0,18,8,2016,Thursday
588,2016-08-19,8694.3,8694.3,8647.25,8667.15,0,19,8,2016,Friday
591,2016-08-22,8667.0,8684.65,8614.35,8626.9,0,22,8,2016,Monday
592,2016-08-23,8628.35,8641.95,8580.95,8639.3,0,23,8,2016,Tuesday
593,2016-08-24,8648.5,8660.45,8621.05,8647.6,0,24,8,2016,Wednesday
594,2016-08-25,8666.75,8682.85,8584.1,8590.55,0,25,8,2016,Thursday
595,2016-08-26,8614.35,8622.85,8548.0,8573.55,0,26,8,2016,Friday
598,2016-08-29,8583.75,8621.95,8544.0,8619.2,0,29,8,2016,Monday
599,2016-08-30,8649.2,8749.8,8644.35,8745.1,0,30,8,2016,Tuesday
600,2016-08-31,8754.05,8818.7,8754.05,8783.3,0,31,8,2016,Wednesday
601,2016-09-01,8792.35,8812.9,8760.7,8779.2,0,1,9,2016,Thursday
602,2016-09-02,8796.35,8824.05,8768.35,8804.7,0,2,9,2016,Friday
606,2016-09-06,8852.7,8950.7,8852.7,8944.2,0,6,9,2016,Tuesday
607,2016-09-07,8968.7,8968.7,8913.45,8923.95,0,7,9,2016,Wednesday
608,2016-09-08,8915.5,8960.15,8896.25,8948.45,0,8,9,2016,Thursday
609,2016-09-09,8936.8,8936.8,8858.9,8864.6,0,9,9,2016,Friday
612,2016-09-12,8732.95,8746.7,8700.35,8715.3,0,12,9,2016,Monday
614,2016-09-14,8709.3,8739.35,8688.95,8739.2,0,14,9,2016,Wednesday
615,2016-09-15,8743.85,8751.5,8704.45,8748.6,0,15,9,2016,Thursday
616,2016-09-16,8780.85,8847.4,8750.85,8780.8,0,16,9,2016,Friday
619,2016-09-19,8791.55,8824.25,8774.25,8809.05,0,19,9,2016,Monday
620,2016-09-20,8815.0,8815.5,8759.6,8774.05,0,20,9,2016,Tuesday
621,2016-09-21,8789.2,8826.85,8757.75,8773.8,0,21,9,2016,Wednesday
622,2016-09-22,8873.35,8892.2,8837.95,8861.75,0,22,9,2016,Thursday
623,2016-09-23,8882.15,8882.15,8820.65,8825.15,0,23,9,2016,Friday
626,2016-09-26,8807.9,8808.0,8715.15,8722.3,0,26,9,2016,Monday
627,2016-09-27,8748.9,8768.0,8690.7,8720.75,0,27,9,2016,Tuesday
628,2016-09-28,8711.2,8766.4,8703.4,8745.15,0,28,9,2016,Wednesday
629,2016-09-29,8790.8,8800.4,8559.15,8615.65,0,29,9,2016,Thursday
630,2016-09-30,8581.5,8636.35,8555.35,8620.95,0,30,9,2016,Friday
633,2016-10-03,8666.15,8745.15,8635.15,8740.25,0,3,10,2016,Monday
634,2016-10-04,8770.6,8782.4,8736.35,8771.35,0,4,10,2016,Tuesday
635,2016-10-05,8806.35,8806.35,8731.6,8737.8,0,5,10,2016,Wednesday
636,2016-10-06,8768.7,8780.9,8684.75,8712.4,0,6,10,2016,Thursday
637,2016-10-07,8721.3,8723.4,8663.9,8695.8,0,7,10,2016,Friday
640,2016-10-10,8735.35,8745.35,8704.1,8714.6,0,10,10,2016,Monday
643,2016-10-13,8670.95,8673.1,8541.7,8571.55,0,13,10,2016,Thursday
644,2016-10-14,8594.0,8604.15,8550.15,8586.45,0,14,10,2016,Friday
647,2016-10-17,8612.15,8614.3,8506.35,8524.9,0,17,10,2016,Monday
648,2016-10-18,8556.05,8684.85,8556.05,8667.7,0,18,10,2016,Tuesday
649,2016-10-19,8696.3,8696.3,8636.8,8655.55,0,19,10,2016,Wednesday
650,2016-10-20,8693.35,8726.9,8678.3,8700.2,0,20,10,2016,Thursday
651,2016-10-21,8708.6,8708.6,8652.1,8691.15,0,21,10,2016,Friday
654,2016-10-24,8709.85,8736.35,8684.2,8711.65,0,24,10,2016,Monday
655,2016-10-25,8721.7,8721.7,8663.8,8692.9,0,25,10,2016,Tuesday
656,2016-10-26,8657.3,8657.3,8596.85,8608.3,0,26,10,2016,Wednesday
657,2016-10-27,8607.1,8624.3,8550.4,8612.4,0,27,10,2016,Thursday
658,2016-10-28,8625.0,8653.6,8581.75,8639.95,0,28,10,2016,Friday
660,2016-10-30,8672.6,8677.7,8616.35,8617.6,0,30,10,2016,Sunday
662,2016-11-01,8653.15,8669.55,8614.55,8624.5,0,1,11,2016,Tuesday
663,2016-11-02,8541.0,8549.45,8505.3,8519.15,0,2,11,2016,Wednesday
664,2016-11-03,8499.85,8537.55,8476.15,8483.55,0,3,11,2016,Thursday
665,2016-11-04,8503.6,8503.6,8400.5,8435.65,0,4,11,2016,Friday
668,2016-11-07,8535.75,8535.75,8481.75,8488.4,0,7,11,2016,Monday
669,2016-11-08,8540.0,8559.4,8480.5,8542.15,0,8,11,2016,Tuesday
670,2016-11-09,8054.05,8475.75,8003.0,8459.25,0,9,11,2016,Wednesday
671,2016-11-10,8546.8,8598.1,8511.0,8522.5,0,10,11,2016,Thursday
672,2016-11-11,8456.65,8459.1,8285.25,8311.4,0,11,11,2016,Friday
676,2016-11-15,8284.85,8286.95,8093.55,8097.45,0,15,11,2016,Tuesday
677,2016-11-16,8205.65,8207.7,8092.0,8094.45,0,16,11,2016,Wednesday
678,2016-11-17,8105.1,8150.95,8060.4,8088.8,0,17,11,2016,Thursday
679,2016-11-18,8097.55,8128.75,8048.4,8067.75,0,18,11,2016,Friday
682,2016-11-21,8102.1,8102.1,7916.45,7942.85,0,21,11,2016,Monday
683,2016-11-22,7990.8,8018.35,7938.3,8014.5,0,22,11,2016,Tuesday
684,2016-11-23,8051.2,8053.85,7973.45,8028.35,0,23,11,2016,Wednesday
685,2016-11-24,8011.8,8024.75,7953.15,7974.25,0,24,11,2016,Thursday
686,2016-11-25,8006.5,8121.45,7976.75,8110.15,0,25,11,2016,Friday
689,2016-11-28,8080.65,8146.45,8066.7,8119.0,0,28,11,2016,Monday
690,2016-11-29,8131.55,8197.35,8129.35,8147.0,0,29,11,2016,Tuesday
691,2016-11-30,8172.15,8234.15,8139.35,8214.6,0,30,11,2016,Wednesday
692,2016-12-01,8244.0,8250.7,8185.3,8194.1,0,1,12,2016,Thursday
693,2016-12-02,8153.55,8158.85,8070.15,8088.0,0,2,12,2016,Friday
696,2016-12-05,8088.75,8141.7,8056.9,8139.05,0,5,12,2016,Monday
697,2016-12-06,8153.15,8178.6,8131.1,8138.35,0,6,12,2016,Tuesday
698,2016-12-07,8168.4,8190.45,8078.25,8114.05,0,7,12,2016,Wednesday
699,2016-12-08,8154.1,8256.05,8154.1,8242.95,0,8,12,2016,Thursday
700,2016-12-09,8271.7,8274.8,8242.15,8255.35,0,9,12,2016,Friday
703,2016-12-12,8225.35,8228.35,8154.7,8171.6,0,12,12,2016,Monday
704,2016-12-13,8200.6,8228.7,8155.8,8212.8,0,13,12,2016,Tuesday
705,2016-12-14,8229.35,8229.35,8165.7,8182.8,0,14,12,2016,Wednesday
706,2016-12-15,8128.4,8225.8,8122.3,8154.65,0,15,12,2016,Thursday
707,2016-12-16,8178.2,8178.45,8127.7,8139.55,0,16,12,2016,Friday
710,2016-12-19,8126.0,8132.5,8094.95,8101.45,0,19,12,2016,Monday
711,2016-12-20,8110.6,8123.75,8062.9,8090.55,0,20,12,2016,Tuesday
712,2016-12-21,8105.85,8111.45,8053.85,8056.1,0,21,12,2016,Wednesday
713,2016-12-22,8043.85,8045.1,7965.05,7987.2,0,22,12,2016,Thursday
714,2016-12-23,7970.35,8022.35,7942.15,7989.85,0,23,12,2016,Friday
717,2016-12-26,7965.1,7969.7,7893.9,7912.45,0,26,12,2016,Monday
718,2016-12-27,7915.05,8044.35,7903.75,8030.9,0,27,12,2016,Tuesday
719,2016-12-28,8047.55,8100.45,8028.4,8036.75,0,28,12,2016,Wednesday
720,2016-12-29,8030.6,8110.95,8021.05,8105.1,0,29,12,2016,Thursday
721,2016-12-30,8119.65,8197.0,8116.35,8174.25,0,30,12,2016,Friday
