,date,open,high,low,close,volume,day,month,year,day_name
724,2017-01-02,8210.1,8211.7,8134.3,8179.2,0,2,1,2017,Monday
725,2017-01-03,8195.25,8219.0,8148.65,8189.05,0,3,1,2017,Tuesday
726,2017-01-04,8200.8,8218.45,8180.95,8196.35,0,4,1,2017,Wednesday
727,2017-01-05,8226.65,8282.55,8223.9,8270.5,0,5,1,2017,Thursday
728,2017-01-06,8283.0,8306.5,8233.45,8248.2,0,6,1,2017,Friday
731,2017-01-09,8259.1,8260.3,8228.0,8234.55,0,9,1,2017,Monday
732,2017-01-10,8262.7,8293.55,8262.25,8290.3,0,10,1,2017,Tuesday
733,2017-01-11,8329.85,8388.8,8322.55,8374.3,0,11,1,2017,Wednesday
734,2017-01-12,8391.05,8417.0,8382.35,8409.15,0,12,1,2017,Thursday
735,2017-01-13,8457.65,8457.65,8373.15,8397.8,0,13,1,2017,Friday
738,2017-01-16,8390.95,8426.7,8374.75,8418.7,0,16,1,2017,Monday
739,2017-01-17,8415.05,8440.85,8378.3,8388.8,0,17,1,2017,Tuesday
740,2017-01-18,8408.95,8460.2,8397.45,8413.75,0,18,1,2017,Wednesday
741,2017-01-19,8418.4,8445.05,8404.3,8431.2,0,19,1,2017,Thursday
742,2017-01-20,8404.35,8423.45,8341.0,8343.85,0,20,1,2017,Friday
745,2017-01-23,8329.6,8403.95,8328.05,8398.0,0,23,1,2017,Monday
746,2017-01-24,8407.05,8480.75,8399.45,8476.75,0,24,1,2017,Tuesday
747,2017-01-25,8499.45,8612.15,8494.1,8597.5,0,25,1,2017,Wednesday
749,2017-01-27,8610.5,8672.55,8610.05,8641.95,0,27,1,2017,Friday
752,2017-01-30,8635.45,8662.55,8617.8,8633.7,0,30,1,2017,Monday
753,2017-01-31,8629.45,8629.45,8552.85,8556.55,0,31,1,2017,Tuesday
754,2017-02-01,8570.35,8722.4,8537.8,8715.5,0,1,2,2017,Wednesday
755,2017-02-02,8725.15,8756.9,8685.8,8722.3,0,2,2,2017,Thursday
756,2017-02-03,8735.15,8747.7,8707.75,8738.55,0,3,2,2017,Friday
759,2017-02-06,8785.45,8814.0,8770.2,8796.1,0,6,2,2017,Monday
760,2017-02-07,8805.7,8808.35,8741.25,8770.75,0,7,2,2017,Tuesday
761,2017-02-08,8774.55,8791.15,8715.15,8775.8,0,8,2,2017,Wednesday
762,2017-02-09,8795.55,8821.2,8724.45,8786.55,0,9,2,2017,Thursday
763,2017-02-10,8812.35,8821.65,8771.2,8794.05,0,10,2,2017,Friday
766,2017-02-13,8818.85,8826.45,8754.3,8802.05,0,13,2,2017,Monday
767,2017-02-14,8819.9,8819.9,8772.65,8784.15,0,14,2,2017,Tuesday
768,2017-02-15,8777.65,8807.65,8713.05,8728.2,0,15,2,2017,Wednesday
769,2017-02-16,8739.0,8783.8,8719.95,8777.8,0,16,2,2017,Thursday
770,2017-02-17,8883.7,8885.9,8804.75,8816.95,0,17,2,2017,Friday
773,2017-02-20,8818.55,8885.35,8809.85,8884.25,0,20,2,2017,Monday
774,2017-02-21,8890.75,8920.5,8861.05,8903.25,0,21,2,2017,Tuesday
775,2017-02-22,8931.45,8960.6,8905.5,8930.1,0,22,2,2017,Wednesday
776,2017-02-23,8952.55,8981.9,8928.1,8941.2,0,23,2,2017,Thursday
780,2017-02-27,8943.7,8951.55,8889.3,8896.45,0,27,2,2017,Monday
781,2017-02-28,8898.95,8914.75,8868.1,8875.2,0,28,2,2017,Tuesday
782,2017-03-01,8904.4,8960.8,8900.65,8941.8,0,1,3,2017,Wednesday
783,2017-03-02,8982.85,8992.35,8880.2,8893.9,0,2,3,2017,Thursday
784,2017-03-03,8885.55,8906.9,8860.3,8902.2,0,3,3,2017,Friday
787,2017-03-06,8915.1,8967.75,8914.7,8962.6,0,6,3,2017,Monday
788,2017-03-07,8977.75,8977.75,8933.0,8944.95,0,7,3,2017,Tuesday
789,2017-03-08,8950.7,8956.8,8892.25,8923.85,0,8,3,2017,Wednesday
790,2017-03-09,8914.5,8945.35,8900.5,8927.8,0,9,3,2017,Thursday
791,2017-03-10,8953.7,8975.3,8904.1,8936.85,0,10,3,2017,Friday
795,2017-03-14,9091.65,9120.6,9060.7,9073.35,0,14,3,2017,Tuesday
796,2017-03-15,9086.85,9106.25,9075.6,9082.6,0,15,3,2017,Wednesday
797,2017-03-16,9129.65,9158.1,9129.4,9157.3,0,16,3,2017,Thursday
798,2017-03-17,9207.8,9214.1,9148.2,9152.15,0,17,3,2017,Friday
801,2017-03-20,9166.95,9166.95,9116.35,9129.55,0,20,3,2017,Monday
802,2017-03-21,9133.95,9147.6,9087.25,9126.1,0,21,3,2017,Tuesday
803,2017-03-22,9047.2,9072.7,9019.4,9027.65,0,22,3,2017,Wednesday
804,2017-03-23,9048.75,9098.85,9048.6,9081.8,0,23,3,2017,Thursday
805,2017-03-24,9104.0,9133.55,9089.6,9100.4,0,24,3,2017,Friday
808,2017-03-27,9093.45,9094.6,9024.65,9052.9,0,27,3,2017,Monday
809,2017-03-28,9081.5,9110.15,9079.9,9108.3,0,28,3,2017,Tuesday
810,2017-03-29,9128.7,9152.35,9109.25,9145.05,0,29,3,2017,Wednesday
811,2017-03-30,9142.6,9181.1,9137.65,9158.95,0,30,3,2017,Thursday
812,2017-03-31,9158.9,9191.15,9152.15,9170.7,0,31,3,2017,Friday
815,2017-04-03,9220.6,9244.6,9192.65,9243.0,0,3,4,2017,Monday
817,2017-04-05,9264.4,9273.8,9215.55,9256.9,0,5,4,2017,Wednesday
818,2017-04-06,9245.8,9267.6,9219.05,9256.65,0,6,4,2017,Thursday
819,2017-04-07,9223.7,9250.45,9188.7,9196.9,0,7,4,2017,Friday
822,2017-04-10,9225.6,9225.6,9174.85,9176.8,0,10,4,2017,Monday
823,2017-04-11,9184.55,9242.55,9174.45,9233.8,0,11,4,2017,Tuesday
824,2017-04-12,9242.5,9246.25,9161.95,9201.05,0,12,4,2017,Wednesday
825,2017-04-13,9202.5,9202.5,9145.0,9147.3,0,13,4,2017,Thursday
829,2017-04-17,9144.75,9159.85,9120.35,9139.35,0,17,4,2017,Monday
830,2017-04-18,9163.0,9217.8,9095.75,9100.45,0,18,4,2017,Tuesday
831,2017-04-19,9112.2,9120.3,9075.3,9114.05,0,19,4,2017,Wednesday
832,2017-04-20,9108.1,9143.65,9106.3,9136.1,0,20,4,2017,Thursday
833,2017-04-21,9179.1,9183.2,9088.95,9119.3,0,21,4,2017,Friday
836,2017-04-24,9135.35,9225.05,9130.75,9217.7,0,24,4,2017,Monday
837,2017-04-25,9273.05,9308.85,9250.85,9303.75,0,25,4,2017,Tuesday
838,2017-04-26,9336.2,9366.7,9302.75,9344.1,0,26,4,2017,Wednesday
839,2017-04-27,9359.15,9367.05,9322.95,9328.7,0,27,4,2017,Thursday
840,2017-04-28,9340.95,9341.5,9282.5,9304.65,0,28,4,2017,Friday
844,2017-05-02,9339.85,9352.55,9270.0,9317.3,0,2,5,2017,Tuesday
845,2017-05-03,9344.7,9344.75,9298.55,9304.0,0,3,5,2017,Wednesday
846,2017-05-04,9360.95,9365.5,9323.45,9356.75,0,4,5,2017,Thursday
847,2017-05-05,9374.55,9374.55,9272.05,9277.6,0,5,5,2017,Friday
850,2017-05-08,9311.45,9338.6,9298.25,9310.75,0,8,5,2017,Monday
851,2017-05-09,9337.35,9337.75,9307.75,9317.3,0,9,5,2017,Tuesday
852,2017-05-10,9339.65,9414.4,9336.65,9412.45,0,10,5,2017,Wednesday
853,2017-05-11,9448.6,9450.3,9411.6,9412.4,0,11,5,2017,Thursday
854,2017-05-12,9436.65,9436.85,9372.6,9408.55,0,12,5,2017,Friday
857,2017-05-15,9433.55,9449.05,9423.8,9445.6,0,15,5,2017,Monday
858,2017-05-16,9461.0,9517.1,9456.6,9510.25,0,16,5,2017,Tuesday
859,2017-05-17,9517.6,9532.2,9486.15,9516.55,0,17,5,2017,Wednesday
860,2017-05-18,9453.2,9489.05,9419.5,9423.75,0,18,5,2017,Thursday
861,2017-05-19,9469.9,9505.35,9390.75,9435.4,0,19,5,2017,Friday
864,2017-05-22,9480.25,9498.6,9427.95,9438.0,0,22,5,2017,Monday
865,2017-05-23,9445.05,9448.0,9370.4,9379.4,0,23,5,2017,Tuesday
866,2017-05-24,9410.9,9431.75,9341.9,9370.15,0,24,5,2017,Wednesday
867,2017-05-25,9384.05,9522.7,9379.3,9501.25,0,25,5,2017,Thursday
868,2017-05-26,9507.75,9604.45,9496.1,9580.9,0,26,5,2017,Friday
871,2017-05-29,9560.05,9637.5,9550.15,9598.45,0,29,5,2017,Monday
872,2017-05-30,9590.65,9634.75,9581.45,9625.85,0,30,5,2017,Tuesday
873,2017-05-31,9636.55,9649.35,9609.3,9625.7,0,31,5,2017,Wednesday
874,2017-06-01,9603.55,9634.6,9590.05,9616.6,0,1,6,2017,Thursday
875,2017-06-02,9657.15,9672.65,9637.65,9642.35,0,2,6,2017,Friday
878,2017-06-05,9656.3,9687.05,9641.25,9676.45,0,5,6,2017,Monday
879,2017-06-06,9704.25,9706.3,9630.5,9636.9,0,6,6,2017,Tuesday
880,2017-06-07,9663.95,9678.4,9631.0,9662.15,0,7,6,2017,Wednesday
881,2017-06-08,9682.4,9688.25,9641.95,9642.7,0,8,6,2017,Thursday
882,2017-06-09,9638.55,9676.0,9608.3,9666.65,0,9,6,2017,Friday
885,2017-06-12,9646.7,9646.7,9598.55,9618.1,0,12,6,2017,Monday
886,2017-06-13,9615.55,9653.65,9595.8,9597.5,0,13,6,2017,Tuesday
887,2017-06-14,9621.55,9624.7,9580.65,9613.0,0,14,6,2017,Wednesday
888,2017-06-15,9617.9,9617.9,9560.8,9574.15,0,15,6,2017,Thursday
889,2017-06-16,9595.45,9615.4,9565.7,9578.0,0,16,6,2017,Friday
892,2017-06-19,9626.4,9672.65,9615.05,9654.15,0,19,6,2017,Monday
893,2017-06-20,9670.5,9676.45,9643.9,9649.95,0,20,6,2017,Tuesday
894,2017-06-21,9648.1,9650.05,9608.7,9636.45,0,21,6,2017,Wednesday
895,2017-06-22,9642.65,9698.6,9618.15,9624.0,0,22,6,2017,Thursday
896,2017-06-23,9643.25,9646.65,9565.35,9576.15,0,23,6,2017,Friday
900,2017-06-27,9594.05,9615.25,9473.7,9509.8,0,27,6,2017,Tuesday
901,2017-06-28,9520.2,9522.35,9474.45,9492.8,0,28,6,2017,Wednesday
902,2017-06-29,9522.95,9575.3,9494.25,9494.25,0,29,6,2017,Thursday
903,2017-06-30,9478.5,9535.55,9448.8,9524.95,0,30,6,2017,Friday
906,2017-07-03,9587.95,9623.9,9543.85,9615.55,0,3,7,2017,Monday
907,2017-07-04,9645.9,9649.8,9595.8,9610.65,0,4,7,2017,Tuesday
908,2017-07-05,9619.75,9643.4,9607.4,9641.35,0,5,7,2017,Wednesday
909,2017-07-06,9653.6,9700.6,9640.0,9668.95,0,6,7,2017,Thursday
910,2017-07-07,9670.35,9684.0,9642.9,9665.35,0,7,7,2017,Friday
913,2017-07-10,9698.25,9782.0,9668.1,9762.2,0,10,7,2017,Monday
914,2017-07-11,9797.45,9829.85,9779.3,9786.4,0,11,7,2017,Tuesday
915,2017-07-12,9807.3,9824.45,9787.95,9822.85,0,12,7,2017,Wednesday
916,2017-07-13,9855.8,9897.25,9855.5,9886.25,0,13,7,2017,Thursday
917,2017-07-14,9913.3,9913.3,9845.55,9886.7,0,14,7,2017,Friday
920,2017-07-17,9908.15,9928.2,9894.85,9913.65,0,17,7,2017,Monday
921,2017-07-18,9832.7,9884.95,9813.8,9828.45,0,18,7,2017,Tuesday
922,2017-07-19,9855.95,9904.65,9851.8,9902.05,0,19,7,2017,Wednesday
923,2017-07-20,9920.2,9922.35,9863.6,9870.9,0,20,7,2017,Thursday
924,2017-07-21,9899.6,9923.9,9838.1,9914.15,0,21,7,2017,Friday
927,2017-07-24,9936.8,9981.7,9919.6,9965.55,0,24,7,2017,Monday
928,2017-07-25,10010.55,10010.55,9949.55,9964.8,0,25,7,2017,Tuesday
929,2017-07-26,9983.65,10025.6,9966.45,10020.3,0,26,7,2017,Wednesday
930,2017-07-27,10063.25,10114.75,10006.05,10020.6,0,27,7,2017,Thursday
931,2017-07-28,9996.55,10025.85,9944.75,10002.95,0,28,7,2017,Friday
934,2017-07-31,10034.7,10085.75,10018.0,10076.95,0,31,7,2017,Monday
935,2017-08-01,10101.05,10128.35,10066.0,10120.35,0,1,8,2017,Tuesday
936,2017-08-02,10136.3,10136.3,10054.9,10058.1,0,2,8,2017,Wednesday
937,2017-08-03,10081.15,10081.15,9998.4,10003.85,0,3,8,2017,Thursday
938,2017-08-04,10008.6,10075.15,9988.5,10068.5,0,4,8,2017,Friday
941,2017-08-07,10074.8,10087.8,10046.4,10049.6,0,7,8,2017,Monday
942,2017-08-08,10068.35,10083.6,9947.65,9977.1,0,8,8,2017,Tuesday
943,2017-08-09,9961.15,9969.2,9893.55,9900.3,0,9,8,2017,Wednesday
944,2017-08-10,9872.85,9891.9,9777.65,9850.0,0,10,8,2017,Thursday
945,2017-08-11,9712.15,9771.55,9685.7,9712.95,0,11,8,2017,Friday
948,2017-08-14,9755.75,9817.75,9754.55,9790.85,0,14,8,2017,Monday
950,2017-08-16,9825.85,9903.6,9774.45,9900.65,0,16,8,2017,Wednesday
951,2017-08-17,9945.55,9947.6,9883.85,9903.85,0,17,8,2017,Thursday
952,2017-08-18,9865.95,9865.95,9783.9,9834.45,0,18,8,2017,Friday
955,2017-08-21,9864.25,9884.15,9740.25,9751.45,0,21,8,2017,Monday
956,2017-08-22,9815.75,9828.35,9752.85,9775.1,0,22,8,2017,Tuesday
957,2017-08-23,9803.05,9857.75,9786.8,9847.6,0,23,8,2017,Wednesday
958,2017-08-24,9881.2,9881.2,9849.1,9865.7,0,24,8,2017,Thursday
962,2017-08-28,9907.15,9925.6,9882.0,9911.9,0,28,8,2017,Monday
963,2017-08-29,9886.4,9886.4,9783.95,9793.0,0,29,8,2017,Tuesday
964,2017-08-30,9859.5,9909.45,9850.8,9886.35,0,30,8,2017,Wednesday
965,2017-08-31,9905.7,9924.8,9857.35,9915.8,0,31,8,2017,Thursday
966,2017-09-01,9937.65,9983.25,9910.3,9971.05,0,1,9,2017,Friday
969,2017-09-04,9984.15,9984.15,9861.3,9904.35,0,4,9,2017,Monday
970,2017-09-05,9933.25,9963.05,9901.2,9946.5,0,5,9,2017,Tuesday
971,2017-09-06,9899.25,9931.5,9882.65,9915.15,0,6,9,2017,Wednesday
972,2017-09-07,9945.85,9964.5,9917.35,9924.0,0,7,9,2017,Thursday
973,2017-09-08,9958.65,9963.6,9913.45,9924.4,0,8,9,2017,Friday
976,2017-09-11,9971.75,10028.35,9971.75,10005.95,0,11,9,2017,Monday
977,2017-09-12,10056.85,10097.5,10028.2,10087.6,0,12,9,2017,Tuesday
978,2017-09-13,10099.25,10131.4,10063.7,10085.7,0,13,9,2017,Wednesday
979,2017-09-14,10107.4,10126.3,10070.45,10087.0,0,14,9,2017,Thursday
980,2017-09-15,10062.35,10114.8,10043.7,10085.4,0,15,9,2017,Friday
983,2017-09-18,10133.1,10171.5,10133.1,10154.4,0,18,9,2017,Monday
984,2017-09-19,10175.6,10178.5,10130.0,10149.35,0,19,9,2017,Tuesday
985,2017-09-20,10160.95,10170.05,10134.55,10139.55,0,20,9,2017,Wednesday
986,2017-09-21,10139.6,10158.9,10058.6,10123.6,0,21,9,2017,Thursday
987,2017-09-22,10094.35,10094.35,9952.95,9963.6,0,22,9,2017,Friday
990,2017-09-25,9960.1,9960.1,9816.4,9875.6,0,25,9,2017,Monday
991,2017-09-26,9875.25,9890.7,9813.2,9855.25,0,26,9,2017,Tuesday
992,2017-09-27,9920.6,9920.6,9714.9,9738.3,0,27,9,2017,Wednesday
993,2017-09-28,9736.4,9786.5,9688.4,9760.2,0,28,9,2017,Thursday
994,2017-09-29,9814.3,9853.9,9775.4,9782.95,0,29,9,2017,Friday
998,2017-10-03,9893.3,9893.3,9831.15,9854.75,0,3,10,2017,Tuesday
999,2017-10-04,9884.35,9937.95,9850.95,9924.5,0,4,10,2017,Wednesday
1000,2017-10-05,9927.0,9945.85,9881.95,9887.1,0,5,10,2017,Thursday
1001,2017-10-06,9908.15,9989.25,9907.65,9987.2,0,6,10,2017,Friday
1004,2017-10-09,9988.2,10015.65,9959.5,9987.95,0,9,10,2017,Monday
1005,2017-10-10,10013.7,10033.9,10002.35,10013.8,0,10,10,2017,Tuesday
1006,2017-10-11,10042.6,10067.2,9955.85,9970.1,0,11,10,2017,Wednesday
1007,2017-10-12,10011.2,10104.05,9977.1,10098.0,0,12,10,2017,Thursday
1008,2017-10-13,10123.7,10191.75,10121.75,10161.75,0,13,10,2017,Friday
1011,2017-10-16,10207.4,10242.95,10175.3,10233.05,0,16,10,2017,Monday
1012,2017-10-17,10227.65,10251.65,10212.9,10238.35,0,17,10,2017,Tuesday
1013,2017-10-18,10209.4,10236.3,10176.1,10214.8,0,18,10,2017,Wednesday
1014,2017-10-19,10210.35,10210.75,10124.15,10125.95,0,19,10,2017,Thursday
1018,2017-10-23,10176.65,10223.65,10124.8,10191.3,0,23,10,2017,Monday
1019,2017-10-24,10218.55,10237.5,10182.45,10207.7,0,24,10,2017,Tuesday
1020,2017-10-25,10321.15,10333.0,10241.25,10293.75,0,25,10,2017,Wednesday
1021,2017-10-26,10291.8,10355.35,10272.15,10336.3,0,26,10,2017,Thursday
1022,2017-10-27,10362.3,10364.8,10312.0,10319.2,0,27,10,2017,Friday
1025,2017-10-30,10353.85,10384.25,10344.85,10365.25,0,30,10,2017,Monday
1026,2017-10-31,10364.9,10364.9,10324.0,10340.0,0,31,10,2017,Tuesday
1027,2017-11-01,10390.35,10451.6,10386.35,10441.55,0,1,11,2017,Wednesday
1028,2017-11-02,10440.5,10452.65,10412.65,10425.45,0,2,11,2017,Thursday
1029,2017-11-03,10461.55,10461.55,10403.95,10453.65,0,3,11,2017,Friday
1032,2017-11-06,10431.75,10490.4,10413.8,10435.8,0,6,11,2017,Monday
1033,2017-11-07,10477.15,10485.15,10340.9,10351.4,0,7,11,2017,Tuesday
1034,2017-11-08,10361.95,10383.85,10285.55,10313.8,0,8,11,2017,Wednesday
1035,2017-11-09,10358.65,10368.3,10267.25,10324.6,0,9,11,2017,Thursday
1036,2017-11-10,10304.35,10344.5,10254.25,10334.4,0,10,11,2017,Friday
1039,2017-11-13,10322.0,10334.0,10216.95,10222.6,0,13,11,2017,Monday
1040,2017-11-14,10223.4,10247.95,10175.6,10181.65,0,14,11,2017,Tuesday
1041,2017-11-15,10171.95,10175.3,10094.2,10129.55,0,15,11,2017,Wednesday
1042,2017-11-16,10152.9,10231.85,10139.25,10231.45,0,16,11,2017,Thursday
1043,2017-11-17,10324.55,10343.45,10268.45,10274.75,0,17,11,2017,Friday
1046,2017-11-20,10287.2,10309.65,10261.85,10297.05,0,20,11,2017,Monday
1047,2017-11-21,10329.25,10358.6,10315.4,10321.25,0,21,11,2017,Tuesday
1048,2017-11-22,10350.8,10368.5,10309.65,10346.85,0,22,11,2017,Wednesday
1049,2017-11-23,10358.45,10374.15,10307.45,10350.95,0,23,11,2017,Thursday
1050,2017-11-24,10366.8,10404.45,10363.1,10393.3,0,24,11,2017,Friday
1053,2017-11-27,10361.05,10406.8,10340.4,10404.65,0,27,11,2017,Monday
1054,2017-11-28,10387.9,10409.3,10355.45,10363.8,0,28,11,2017,Tuesday
1055,2017-11-29,10376.65,10392.3,10345.95,10350.65,0,29,11,2017,Wednesday
1056,2017-11-30,10332.7,10332.7,10212.25,10229.45,0,30,11,2017,Thursday
1057,2017-12-01,10263.7,10272.6,10109.55,10119.8,0,1,12,2017,Friday
1060,2017-12-04,10175.05,10175.5,10095.85,10137.9,0,4,12,2017,Monday
1061,2017-12-05,10118.25,10147.35,10069.55,10122.15,0,5,12,2017,Tuesday
1062,2017-12-06,10088.8,10104.15,10033.7,10039.65,0,6,12,2017,Wednesday
1063,2017-12-07,10063.45,10182.35,10062.0,10172.7,0,7,12,2017,Thursday
1064,2017-12-08,10198.45,10270.75,10195.25,10267.85,0,8,12,2017,Friday
1067,2017-12-11,10310.5,10328.85,10282.1,10326.05,0,11,12,2017,Monday
1068,2017-12-12,10324.9,10324.9,10230.45,10241.75,0,12,12,2017,Tuesday
1069,2017-12-13,10236.6,10296.3,10169.95,10202.75,0,13,12,2017,Wednesday
1070,2017-12-14,10229.3,10275.9,10141.8,10258.85,0,14,12,2017,Thursday
1071,2017-12-15,10345.65,10373.05,10321.45,10326.8,0,15,12,2017,Friday
1074,2017-12-18,10263.1,10443.4,10076.15,10390.8,0,18,12,2017,Monday
1075,2017-12-19,10414.8,10469.8,10406.15,10469.5,0,19,12,2017,Tuesday
1076,2017-12-20,10494.4,10494.4,10437.35,10443.2,0,20,12,2017,Wednesday
1077,2017-12-21,10473.95,10473.95,10428.25,10429.65,0,21,12,2017,Thursday
1078,2017-12-22,10457.3,10500.95,10449.65,10486.6,0,22,12,2017,Friday
1082,2017-12-26,10512.3,10545.3,10477.95,10525.6,0,26,12,2017,Tuesday
1083,2017-12-27,10531.05,10552.25,10469.45,10475.1,0,27,12,2017,Wednesday
1084,2017-12-28,10498.2,10534.45,10461.55,10467.0,0,28,12,2017,Thursday
1085,2017-12-29,10492.35,10538.2,10490.15,10526.45,0,29,12,2017,Friday
1088,2018-01-01,10531.7,10537.8,10423.3,10432.45,0,1,1,2018,Monday
1089,2018-01-02,10477.55,10495.0,10405.1,10439.55,0,2,1,2018,Tuesday
1090,2018-01-03,10482.65,10503.5,10429.9,10446.75,0,3,1,2018,Wednesday
1091,2018-01-04,10469.4,10512.4,10441.5,10505.35,0,4,1,2018,Thursday
1092,2018-01-05,10534.25,10565.85,10520.15,10561.35,0,5,1,2018,Friday
1095,2018-01-08,10591.7,10631.15,10591.7,10617.85,0,8,1,2018,Monday
1096,2018-01-09,10645.1,10659.05,10603.7,10628.3,0,9,1,2018,Tuesday
1097,2018-01-10,10652.05,10655.05,10592.85,10625.4,0,10,1,2018,Wednesday
1098,2018-01-11,10637.05,10664.2,10612.6,10650.4,0,11,1,2018,Thursday
1099,2018-01-12,10682.55,10690.0,10597.7,10667.3,0,12,1,2018,Friday
1102,2018-01-15,10718.5,10782.65,10715.5,10732.85,0,15,1,2018,Monday
1103,2018-01-16,10761.5,10762.35,10688.15,10711.15,0,16,1,2018,Tuesday
1104,2018-01-17,10702.45,10801.1,10666.75,10794.3,0,17,1,2018,Wednesday
1105,2018-01-18,10873.4,10887.4,10782.95,10822.1,0,18,1,2018,Thursday
1106,2018-01-19,10829.2,10906.5,10794.05,10900.05,0,19,1,2018,Friday
1109,2018-01-22,10883.2,10974.8,10883.2,10958.75,0,22,1,2018,Monday
1110,2018-01-23,10997.4,11092.5,10997.1,11083.55,0,23,1,2018,Tuesday
1111,2018-01-24,11069.35,11109.6,11046.25,11084.65,0,24,1,2018,Wednesday
1112,2018-01-25,11095.6,11095.6,11009.3,11064.55,0,25,1,2018,Thursday
1116,2018-01-29,11079.35,11171.3,11078.8,11124.7,0,29,1,2018,Monday
1117,2018-01-30,11120.85,11120.85,11034.35,11049.45,0,30,1,2018,Tuesday
1118,2018-01-31,11018.8,11058.15,10979.4,11030.7,0,31,1,2018,Wednesday
1119,2018-02-01,11044.55,11117.0,10879.35,11020.6,0,1,2,2018,Thursday
1120,2018-02-02,10938.2,10954.8,10736.25,10737.5,0,2,2,2018,Friday
1123,2018-02-05,10604.3,10702.4,10588.3,10690.75,0,5,2,2018,Monday
1124,2018-02-06,10295.15,10593.7,10282.0,10520.35,0,6,2,2018,Tuesday
1125,2018-02-07,10607.2,10612.15,10446.55,10459.5,0,7,2,2018,Wednesday
1126,2018-02-08,10518.5,10637.65,10480.05,10579.3,0,8,2,2018,Thursday
1127,2018-02-09,10416.5,10480.0,10398.35,10466.8,0,9,2,2018,Friday
1130,2018-02-12,10518.2,10555.3,10485.7,10535.1,0,12,2,2018,Monday
1132,2018-02-14,10585.75,10588.8,10457.7,10459.8,0,14,2,2018,Wednesday
1133,2018-02-15,10537.9,10617.85,10511.8,10549.7,0,15,2,2018,Thursday
1134,2018-02-16,10596.2,10612.4,10434.85,10451.85,0,16,2,2018,Friday
1137,2018-02-19,10488.9,10488.9,10303.3,10387.95,0,19,2,2018,Monday
1138,2018-02-20,10391.0,10428.65,10348.2,10357.65,0,20,2,2018,Tuesday
1139,2018-02-21,10426.0,10426.0,10349.8,10395.15,0,21,2,2018,Wednesday
1140,2018-02-22,10354.35,10397.45,10341.6,10377.8,0,22,2,2018,Thursday
1141,2018-02-23,10408.1,10499.0,10397.25,10492.55,0,23,2,2018,Friday
1144,2018-02-26,10526.55,10592.7,10520.45,10576.7,0,26,2,2018,Monday
1145,2018-02-27,10615.2,10631.25,10537.5,10551.05,0,27,2,2018,Tuesday
1146,2018-02-28,10488.95,10535.15,10461.55,10487.95,0,28,2,2018,Wednesday
1147,2018-03-01,10479.95,10525.3,10448.6,10449.95,0,1,3,2018,Thursday
1151,2018-03-05,10428.3,10428.3,10324.2,10357.3,0,5,3,2018,Monday
1152,2018-03-06,10420.5,10441.15,10217.15,10223.6,0,6,3,2018,Tuesday
1153,2018-03-07,10232.95,10243.2,10141.55,10163.55,0,7,3,2018,Wednesday
1154,2018-03-08,10216.25,10269.9,10146.65,10236.35,0,8,3,2018,Thursday
1155,2018-03-09,10271.3,10296.7,10212.05,10229.8,0,9,3,2018,Friday
1158,2018-03-12,10301.6,10433.15,10299.3,10423.55,0,12,3,2018,Monday
1159,2018-03-13,10389.5,10478.6,10377.9,10425.2,0,13,3,2018,Tuesday
1160,2018-03-14,10393.05,10419.9,10336.65,10415.65,0,14,3,2018,Wednesday
1161,2018-03-15,10405.45,10419.9,10346.25,10352.25,0,15,3,2018,Thursday
1162,2018-03-16,10345.15,10345.15,10180.85,10220.05,0,16,3,2018,Friday
1165,2018-03-19,10215.35,10224.1,10076.7,10093.95,0,19,3,2018,Monday
1166,2018-03-20,10051.55,10155.0,10050.8,10138.2,0,20,3,2018,Tuesday
1167,2018-03-21,10181.95,10227.25,10133.1,10154.95,0,21,3,2018,Wednesday
1168,2018-03-22,10167.5,10207.85,10105.75,10106.65,0,22,3,2018,Thursday
1169,2018-03-23,9968.8,10027.0,9952.1,9986.8,0,23,3,2018,Friday
1172,2018-03-26,9989.15,10142.35,9958.8,10140.8,0,26,3,2018,Monday
1173,2018-03-27,10188.0,10207.6,10139.95,10183.55,0,27,3,2018,Tuesday
1174,2018-03-28,10143.6,10157.75,10097.8,10121.25,0,28,3,2018,Wednesday
1179,2018-04-02,10151.65,10219.65,10128.0,10217.0,0,2,4,2018,Monday
1180,2018-04-03,10186.85,10254.8,10171.35,10244.4,0,3,4,2018,Tuesday
1181,2018-04-04,10274.6,10279.8,10111.55,10119.9,0,4,4,2018,Wednesday
1182,2018-04-05,10228.45,10331.75,10228.45,10327.65,0,5,4,2018,Thursday
1183,2018-04-06,10322.75,10350.35,10290.9,10320.95,0,6,4,2018,Friday
1186,2018-04-09,10333.7,10397.45,10331.0,10373.35,0,9,4,2018,Monday
1187,2018-04-10,10412.9,10424.65,10381.7,10401.35,0,10,4,2018,Tuesday
1188,2018-04-11,10428.15,10428.15,10355.9,10414.05,0,11,4,2018,Wednesday
1189,2018-04-12,10410.65,10469.85,10395.7,10454.15,0,12,4,2018,Thursday
1190,2018-04-13,10495.3,10519.8,10451.65,10483.7,0,13,4,2018,Friday
1193,2018-04-16,10398.3,10538.35,10398.3,10530.7,0,16,4,2018,Monday
1194,2018-04-17,10557.3,10560.25,10495.8,10547.55,0,17,4,2018,Tuesday
1195,2018-04-18,10578.9,10593.2,10509.75,10536.65,0,18,4,2018,Wednesday
